Timestamp,OxEnRa,BlFuPeIn,EnOxFl,CoBlFl,BlMo,BlFuBoGaVo,BlFuBoGaIn,ThCoTe,ToGaPr,EnOxPr,CoBlPr,ToPrDr,HoBlPr,AcBlVe,CoBlTe,HoBlTe,ToTe,BlHu,CoInSeVa,FoSI,HoBl,ToGasP,CoBF,SI
2021-05-12 20:51:51,3.698397692,17.80632169,16985.03226,33.59817557,151.1247565,7948.835456,80.7703083,2213.122958,223.3731865,,0.431935005,188.4535083,0.413900702,270.9938396,212.9184097,1100.519783,156.0768328,14.6415341,45.99965749,0.418771717,1114.030812,226.7520696,34.11616172,0.453
2021-05-12 21:05:07,3.683107922,0.193811255,16981.32015,33.66414357,158.8106331,8003.760953,81.16767843,2231.928633,0.005692189,1.481596769,41646.56862,194.6733741,0.417331465,277.2623192,212.0265409,2.082873919,1.819259089,13.85241526,1.583866932,0.535742614,2.093929679,0.005653853,33.45565518,0.534677966
2021-05-12 21:32:00,3.702431625,17.66143911,16993.66436,33.52432163,149.3582156,7944.773427,80.70265885,2213.298729,222.9531293,1.19252482,0.43459387,189.7228988,0.414127707,269.5159409,213.3089627,1100.795494,157.9730235,14.65221691,45.99976024,0.429040202,1089.769587,226.7249786,34.06093291,0.494
2021-05-12 21:34:30,3.703436537,17.49264738,16987.26505,33.46480514,145.6907509,7939.781399,80.6330612,2204.56911,222.6831905,1.205207374,0.96042723,191.3200292,0.415019395,266.2811586,213.9662739,1090.548846,158.3471165,14.63737184,45.99983217,0.448528141,1105.726587,222.3930049,34.0328631,0.466
2021-05-12 22:18:07,3.702782724,17.42504538,16996.7832,33.46401613,144.4469498,7945.062543,80.67392105,2198.541957,222.4540699,1.22095878,0.436673152,192.2504407,0.415416183,265.01899,214.2390377,1082.874036,161.7632539,14.61441593,45.99988252,0.453769699,1097.32085,221.7850191,33.67792028,0.426
2021-05-12 22:21:38,3.707932764,17.45146034,17024.34824,33.45186843,144.7271506,7946.729495,80.68160188,2197.965084,222.337849,1.244242575,0.435549778,191.886737,,265.2990073,214.3387549,1081.423254,164.0728492,14.58799115,45.99991776,0.445438789,1085.353785,219.8518509,32.95740847,0.428
2021-05-12 22:39:29,3.709651316,0.193811255,17012.45129,33.22882051,146.8261855,7888.888347,80.17365879,2215.25001,0.010651077,1.545036819,39418.21592,192.0264152,0.411346055,268.3262508,212.3928722,2.079273407,1.823322447,14.06597457,1.574760939,0.473606978,2.072908046,0.010481803,33.35666152,0.495423674
2021-05-12 22:54:14,3.698593996,17.49780839,17005.79454,33.49418944,146.26439,7955.644492,80.76561362,2200.975559,222.209725,1.259494418,0.435107306,191.7962544,0.414354699,266.4816128,214.1571285,1084.063509,165.0559175,14.45892765,45.99994243,,1077.847005,217.8403582,33.52094834,0.342
2021-05-12 23:27:19,3.692343967,17.59296126,17003.5931,33.54329569,149.0281499,7965.417299,80.8605603,2206.04443,222.1308075,1.2547184,0.433413114,191.2099935,0.413584289,268.7248213,213.8406053,1088.729687,356.2421392,14.31131243,45.9999597,0.410745007,1084.99565,223.9181991,33.4606066,0.398
2021-05-12 23:33:49,3.682389315,17.45396519,16969.46132,33.56584544,153.2504742,7968.745955,80.8916999,2219.100332,222.0923345,1.247287495,0.432607641,192.7808416,0.415042849,272.384298,213.309193,1103.944627,164.3457226,14.20528024,45.99997179,0.406921505,1117.767121,222.0960717,33.7963878,0.467
2021-05-12 23:57:22,3.681878074,17.35951819,16985.42293,33.59902798,156.5349064,7975.964722,80.96274312,2229.291509,222.0508044,1.233005502,0.432053434,193.9438231,,275.1456043,213.0021797,1115.040175,161.2507292,14.1317983,45.99998026,0.424945053,1096.413102,226.0494752,33.54330204,0.443
2021-05-13 00:13:50,3.760012232,0.193811255,17532.40422,34.07400488,,8039.361875,81.56857035,2269.396874,0.005692189,1.159815811,42332.55919,194.2567067,0.41667053,278.4393138,204.5884875,2.082743969,1.805714126,10.47609256,1.578937627,0.394102732,2.120478466,0.005690816,33.55056645,0.421333715
2021-05-13 01:27:12,3.677097389,17.54169865,16983.45635,,155.2833192,7983.478141,81.03736253,2223.086098,222.0061869,1.240776063,0.431954266,,0.414403937,273.8667623,212.7726979,1106.63351,159.4055672,14.02354973,45.99998618,0.430361537,1119.328657,217.9583454,,0.345
2021-05-13 01:30:12,3.680174005,17.70018905,,33.68497413,148.3483234,7991.884699,81.12132044,2194.893602,222.1143308,1.220293244,0.431246319,190.778387,0.412951089,267.3734003,212.3042218,1070.520124,152.7255637,13.81268481,45.99999032,0.404753076,1054.816701,220.6664863,33.56643344,0.386
2021-05-13 01:34:43,3.680570137,17.81267678,17038.86806,33.71578189,145.0771597,7997.063733,81.17292431,2181.747743,222.0433649,1.211783049,1.072349319,189.6882042,0.411772429,264.2947135,211.8873997,1053.270753,153.3512279,13.66512381,45.99999323,0.399127153,1066.563462,226.3516778,34.05801866,0.472
2021-05-13 01:48:11,3.693185358,0.193811255,17019.16318,33.59008033,158.4428629,7981.336177,81.11644124,2240.566117,0.005692189,1.402740464,43677.11689,196.7679315,0.419756135,277.3375546,212.9915699,2.084130904,3.904671707,13.80046807,1.583245592,0.515290179,2.085387288,0.005680509,33.45811289,0.550354319
2021-05-13 01:57:50,3.672686574,17.80515418,17008.46199,33.73236037,145.1909683,7997.938092,81.18139484,2183.332116,222.0075293,1.200161178,0.431573204,189.7973951,0.411833744,264.4193429,211.6520494,1054.718223,153.0156421,13.54552362,45.99999526,0.420989007,1071.650627,223.0818014,34.34155219,0.48
2021-05-13 02:33:26,3.67152376,17.86225577,17013.1966,33.75476231,144.4733908,8001.549487,,2178.784156,221.9808686,1.192410432,0.43091263,189.4401862,0.411441372,263.710765,211.5145685,1048.503043,152.1611887,13.46567706,45.99999668,,1049.067232,220.6628778,34.06111007,0.475
2021-05-13 02:36:25,3.678477965,17.70176238,17045.57095,33.75303361,143.5980402,8001.351308,81.21570325,2181.115576,221.9482747,1.190270636,0.433070508,191.0581303,0.413020627,263.0142021,211.185198,1050.30213,147.6794988,13.40797394,45.99999768,,1060.926661,219.2721275,34.1079075,0.449
2021-05-13 03:14:02,3.675097575,17.63682639,17032.07148,33.75888035,144.6104463,8001.509097,81.21701955,2186.574994,221.9399286,1.198045354,0.433861946,191.7536003,0.413703348,263.9331233,,1056.659718,151.8876946,13.35936676,45.99999837,0.44940923,1044.083149,218.0812162,34.04367333,0.44
2021-05-13 03:22:32,3.73905243,0.193811255,17529.00993,34.20602354,153.8417978,8072.451382,81.90624297,2229.331677,0.005692189,1.516953598,41785.73477,200.546022,0.419166708,270.3210052,208.9908591,2.07758099,1.817643722,11.02626242,1.57937391,0.432434028,2.053748195,0.005771891,34.13889218,0.424881677
2021-05-13 04:02:45,3.670894595,17.55421702,17019.77712,33.77549541,148.1304374,8004.258451,81.24471577,2198.259788,221.9483667,1.191354665,0.4335543,192.8439785,0.414799219,266.9865196,211.2372807,1070.568574,158.5719071,13.33879319,45.99999886,0.446586461,1082.203075,225.7024519,34.23551954,0.349
2021-05-13 04:17:49,3.67006289,17.41562607,17022.87432,33.78945016,154.9811938,8006.877545,81.27137969,2222.973986,221.9540814,1.180707816,0.43346419,194.421122,0.416379341,272.9467435,211.2564336,1099.635192,162.094717,13.30638444,45.9999992,0.417310522,1108.558722,221.0778552,33.50793356,0.338
2021-05-13 04:20:50,3.674112857,17.47453825,17059.61202,33.82604844,160.3035023,8014.764282,81.35146578,2237.83179,222.0011903,1.189095471,0.431748266,193.8864521,0.415890538,277.4793872,211.1878369,1116.254635,162.3296352,13.27870244,45.99999944,0.393517366,1099.053017,225.9525691,34.4918835,0.323
2021-05-13 04:56:54,3.605139778,0.193811255,16527.02514,33.26377426,140.4870445,7849.890829,79.72621831,2228.564916,0.005692189,1.335602035,46826.9817,,,,209.1446103,2.079428494,1.815882792,10.52480857,1.578475103,0.331291002,2.064332622,0.005760454,33.76870209,0.36473142
2021-05-13 05:24:33,3.670366878,17.60862478,17044.23107,33.83178245,160.2665631,8015.252769,81.35633374,2237.106391,,1.191458872,0.431552195,192.5678109,0.414552767,277.469258,210.8791516,1115.454425,163.6813282,13.25325829,45.99999961,0.372362156,1115.634638,,34.23212025,0.303
2021-05-13 05:27:03,3.674270614,17.69279735,17070.52175,33.84580771,159.1265942,8018.876938,81.39343362,2238.034474,222.0097159,,0.433796536,191.6494676,0.413660937,276.4484806,211.1314061,1115.908097,169.6969297,13.2415408,45.99999973,0.351553509,1127.787486,225.9426748,34.1949729,0.299
2021-05-13 05:31:05,3.679319805,17.73327064,17084.41522,33.8244404,157.3011159,8014.901357,81.35302853,2235.424132,221.9630511,1.222858847,0.435122575,191.0296273,0.412993906,274.9514364,211.3282343,1112.668168,167.6591008,13.23590356,45.99999981,0.335787456,1094.532699,224.7125915,33.26906019,0.31
2021-05-13 05:46:38,3.665653509,17.95503784,17035.04872,33.8593857,,8020.534175,81.41005546,2222.577537,221.9476842,1.226978613,0.434001287,189.1946101,0.411143476,272.9143926,211.4720221,1097.961589,164.3442738,13.22981636,45.99999987,0.32805122,1104.938139,220.4124653,33.63335911,0.307
2021-05-13 06:31:15,3.424562922,0.193811255,15620.71097,33.38639707,142.1179261,7892.359056,80.07641984,2180.128257,0.005692189,1.589381387,44261.82952,199.7387461,0.422658424,262.726526,214.9171123,2.077699768,1.864289255,13.7446131,1.579278839,0.537084464,2.048428635,0.005756314,33.48046461,0.533391424
2021-05-13 07:04:24,3.666436594,17.82408833,17034.81437,33.8510792,154.0211801,8018.863396,81.39311119,2220.934539,221.9637737,1.23660345,0.434994322,190.5129376,0.412477802,271.9657327,211.4081128,1096.093902,159.7928338,13.23368132,45.99999991,0.321735854,1109.301344,221.301518,33.51719414,0.426
2021-05-13 07:20:27,,17.55190558,17044.22943,33.81216481,155.8492011,8011.863752,,2236.010427,221.9662041,1.25164429,0.437959775,193.2265563,0.415193211,273.7385129,211.636304,1114.472294,157.6709211,13.27962692,45.99999993,0.353015098,1107.711659,225.9021697,33.28731001,0.351
2021-05-13 07:23:27,3.666292673,17.33795057,17007.62727,33.7958487,155.7611074,8007.58796,81.27866927,2240.323966,222.0513428,1.265051003,0.440035176,195.4752561,0.417526914,273.7502924,211.8620794,1120.468939,157.2179781,13.29182218,45.99999995,0.352410568,1115.174277,224.2200006,34.35549291,0.302
2021-05-13 07:43:00,3.662652666,17.42178335,17014.64165,33.84521717,154.9250829,8017.955162,81.383889,2232.606263,222.0218374,1.287151087,0.438816931,194.7426792,0.416763968,272.8405893,211.7470454,1110.812616,156.2361744,13.28772424,45.99999997,0.337287398,1100.791385,224.7301431,33.99425102,0.296
2021-05-13 07:45:31,3.658872466,17.58024834,16997.10916,33.84765202,151.287558,8017.628613,81.3801223,2213.144384,221.9632862,,0.436199852,192.9198755,0.414884778,269.6284125,211.3449318,1087.868831,153.4653221,13.28278697,45.99999998,0.324901178,1074.247765,223.0923803,34.3850772,0.33
2021-05-13 08:05:36,3.693857426,0.193811255,16940.57468,33.51613331,154.2280429,7965.286032,80.84871925,2223.903545,0.005692189,1.469675457,43713.01846,188.3630559,0.418085707,273.5077158,218.266811,2.081464342,1.833090135,12.82306685,1.585901672,0.371601869,2.050254077,0.005790614,33.57996449,0.329581166
2021-05-13 08:46:45,3.654038228,17.51325971,16992.65868,33.88535115,156.5987976,8025.575764,,2227.609933,221.9582616,1.286313711,0.434881724,193.9497854,0.415908846,274.0387807,210.7453304,1105.036603,154.4074706,13.29590545,45.99999998,0.326430825,1125.274388,218.0555562,33.92923043,0.331
2021-05-13 08:55:16,3.646882995,17.47510533,16976.4552,33.9225811,159.3368053,8032.779505,81.5337328,2232.738718,,1.271737245,0.433467207,194.4924968,0.41644031,276.2800877,210.2752607,1111.16974,155.934053,13.29431617,45.99999999,0.327801577,1120.217777,,34.4799252,0.345
2021-05-13 09:04:48,3.640504379,17.65352279,16963.94505,33.96172941,160.5433109,8039.638106,81.60342428,2228.379367,221.9410021,1.237219845,0.430375158,192.983427,0.414924821,277.1639859,209.8292862,1105.637874,155.1438371,13.24812886,45.99999999,0.332961104,1085.856068,224.4077741,34.54058768,
2021-05-13 09:39:57,3.616595465,0.193811255,16869.81793,34.01589289,149.9938133,8042.038428,81.68491871,2199.483374,0.005692189,1.481569855,44991.47242,193.7714909,0.424238462,267.8169622,219.927398,2.077239338,1.847331857,12.25624871,1.584210578,0.400736316,2.113070822,0.005663625,33.8325802,0.576393125
2021-05-13 09:55:28,3.644031164,17.65378377,16983.31995,33.96987494,157.7496246,8038.620932,81.59328808,2223.050705,221.9649391,1.221102406,0.431915581,192.9444385,0.414909849,274.7514238,209.6111934,1097.301859,158.4758344,,45.99999999,0.330272773,1116.073196,222.5997199,34.17699646,0.33
2021-05-13 10:32:36,3.639897995,17.68960766,16964.80101,33.97748131,156.3788356,8036.051865,,2224.879756,221.9801295,1.216212668,0.434647546,192.5371725,0.414517386,273.5522262,209.2992288,1098.094826,163.2002153,12.79557237,46,0.330190941,1081.206373,223.7125592,33.97881891,0.275
2021-05-13 10:43:08,3.637571424,17.94238743,16983.90554,34.04109209,156.4100125,8047.001823,81.67795045,2222.112381,,1.201086799,0.43382742,190.173607,0.412138033,273.3555238,209.3367016,1092.582585,163.0522197,12.5900248,,0.313633659,1111.115374,,33.6620533,0.279
2021-05-13 11:14:19,3.390539663,0.193811255,15481.33483,33.07163321,146.3122997,7813.161859,79.31962867,2207.274074,0.005692189,1.545244543,42465.69724,199.2769349,0.42032502,268.1255842,216.0555372,2.081589853,1.836178634,13.92433319,,0.406407558,2.095329444,0.005712563,32.91815863,0.390626581
2021-05-13 11:27:47,3.64725726,17.79386331,16974.87335,33.93628815,156.2633245,8017.798645,81.38196005,2231.699719,,1.168468654,0.434756299,191.0928407,0.413070044,273.7488667,208.8285858,1101.211231,160.5970801,12.08771736,46,0.303243561,1099.087257,,34.49839955,0.433
2021-05-13 11:32:48,3.656422582,17.83939431,17001.99135,33.9076117,155.6643272,8007.379051,81.27637203,2231.199803,221.9422113,1.152368058,,190.3679885,0.412309031,273.4142067,208.3250101,1097.790861,157.7179561,11.73217215,46,0.342170493,1097.161909,219.4041528,34.28694214,0.373
2021-05-13 11:45:20,3.660907416,17.89930034,16991.98043,33.848389,152.9961101,,81.11375772,2222.196619,221.9777911,1.137484667,0.432138135,189.3628622,0.41134024,271.3034582,207.8310206,1085.981711,155.9587855,11.5077124,46,0.351419345,1087.721805,223.5146818,33.62567249,0.368
2021-05-13 12:48:40,3.065095686,0.193811255,13976.67409,33.64462702,152.1093344,7887.961316,79.99973042,2170.542115,0.005692189,1.540661609,44315.87724,193.9582751,0.423474558,270.7647243,216.9266889,2.078955868,1.84000953,14.117762,1.578349668,0.376974277,2.037425341,0.005730793,33.72990485,0.411653889
2021-05-13 13:06:06,3.666147079,17.92321843,16992.64743,33.80106642,155.7382435,7980.114149,80.99932368,2228.890784,221.9842647,1.112857124,0.429313943,189.0092136,0.410993126,273.9042275,207.1528279,1093.510643,157.9261918,11.40790057,46,0.356393541,1075.740743,221.7641172,34.0273152,0.279
2021-05-13 13:22:08,3.676646819,17.9833708,17012.18057,33.73708018,153.2272968,7967.334641,80.86961079,2218.019339,221.9899327,1.103694724,0.426993444,187.9567653,0.409947399,271.9340119,206.2312953,1080.255029,156.565808,11.36013882,46,0.333175479,1087.378701,222.4435964,33.88700973,0.26
2021-05-13 13:30:41,,18.00625956,16999.59699,33.68925613,151.2355783,7956.698954,80.76149226,2214.11942,221.985894,1.115956895,0.427554234,187.3950298,0.409381414,270.3773377,205.7172008,1075.760285,158.8531244,11.31307953,46,0.311222835,1082.393955,219.3718909,33.16044417,0.352
2021-05-13 13:52:15,3.682633893,18.13530825,17001.31867,33.65970195,148.9336548,7949.589268,80.68951333,2204.889063,222.0027821,1.116375295,0.426447183,185.8669896,0.407870115,268.4500739,205.509775,1064.671965,164.0372652,11.27522754,46,0.323455985,1067.983559,219.1691692,34.24016046,0.372
2021-05-13 14:23:01,3.471282907,0.193811255,16039.78817,33.65043226,150.635741,7963.189416,80.85408246,2198.014113,0.005692189,1.535005901,46048.41865,193.4537549,0.42332302,269.2805449,218.3371649,2.080154288,1.815737799,14.8729094,1.578614898,0.489838853,2.10615395,0.005685854,33.19750345,0.340850763
2021-05-13 14:26:20,3.688637827,18.25861172,16997.42967,33.59570862,146.7454365,7936.317564,80.55488776,2200.554831,221.9923535,1.127129711,0.427107038,184.4216643,0.406413801,266.7054071,205.4386191,1060.113523,165.5560856,11.29225624,46,0.338019189,1076.557284,220.4692339,32.9317582,0.301
2021-05-13 14:31:20,3.698830617,18.18920062,17009.26973,33.5190581,146.0252539,,80.41035247,2207.009071,222.0422337,1.13476666,,184.6044754,0.406646557,266.369647,205.8873782,1068.458776,,11.34749316,46,0.326913433,1067.536995,217.8639969,33.95900574,0.344
2021-05-13 15:14:26,3.70442377,18.05028107,17004.83463,33.45703151,144.7734546,7909.838056,80.28596784,2207.816709,222.0306393,1.13902471,0.43151964,185.7940491,0.407824582,265.4603465,206.5603679,1070.323852,165.8638315,11.40346792,46,0.332039403,1079.33765,218.6664399,33.47232778,0.369
2021-05-13 15:21:04,3.698491485,17.67911213,16962.66117,33.42574513,145.2337259,7903.709716,80.2238698,2216.425542,222.0037552,1.152063451,0.434559902,189.6289113,0.411631054,266.0299349,207.0791806,1082.109004,164.6216051,11.48688908,46,0.343127582,1075.152552,220.7966664,33.86126602,0.382
2021-05-13 15:47:34,3.695502161,17.55652372,16973.02014,33.47294834,146.3196591,7915.030559,80.3388872,2220.08323,221.9967051,1.137869893,0.435484734,191.1194736,0.413115241,266.8215914,207.7431335,1086.589297,162.7421299,11.57132363,46,0.354789307,1105.045434,222.9539858,33.54749944,0.377
2021-05-13 15:57:22,3.568228616,0.193811255,16488.95228,33.78746682,143.1270006,7969.932746,80.9280077,2192.369626,,1.54976112,46245.0132,204.9976939,0.427900466,262.4485847,216.3116924,2.076219065,1.834146581,11.81282236,1.580900212,0.430568436,2.078773221,,33.74504389,0.367425308
2021-05-13 16:05:38,3.687266338,17.63255495,16961.39565,33.5277619,147.3829847,7927.46411,80.46504629,2214.920397,221.995946,1.135016692,0.432863294,190.8302334,0.412825523,267.5013275,208.1481546,1081.070469,164.3366754,11.67893237,46,0.361452515,1099.756209,220.6810484,33.06273473,0.368
2021-05-13 16:33:13,3.690533295,17.58407742,16998.99229,33.57124498,151.4736107,7938.224263,80.57456921,2225.050413,221.996426,1.145022114,0.431195962,191.4263168,0.413422652,270.9895796,208.1795364,1092.701291,172.3929121,11.74466002,46,0.363416761,1091.91865,218.206084,33.53591726,0.365
2021-05-13 16:50:43,3.687509114,17.60189843,16997.17441,33.59512533,153.143066,7944.211792,80.63513114,2225.964135,,1.16729048,0.429378712,191.2545756,0.413246529,272.4061673,208.035387,1094.213885,170.7300384,11.82138894,46,0.363891732,1104.541288,,34.10419001,0.385
2021-05-13 17:26:20,3.688244613,17.63434637,16996.22354,33.58599016,150.8370394,,80.62453355,2215.850623,221.9789985,1.180442656,0.42875772,190.9036884,0.412882036,270.3590744,207.7760331,1082.696127,164.8935997,11.88690672,46,0.370224213,1071.142537,218.9427747,33.22268604,0.357
2021-05-13 17:31:44,3.291816981,0.193811255,14934.44184,33.31730372,150.07124,7853.713063,79.65878079,2205.999737,0.005692189,1.490959928,44549.14472,197.813059,0.420304593,270.3255681,220.2421258,2.080680913,1.871614119,15.1081179,1.568906698,0.493874201,2.048179309,0.00578304,33.32715137,0.548668815
2021-05-13 18:00:24,3.693285066,17.67183124,16991.54934,33.52673087,148.6313357,7932.278431,,2210.233701,221.9776459,1.175730268,0.429201424,190.3131431,0.412290793,268.593699,208.2036823,1077.19535,164.9902647,11.98607246,46,0.366256949,1083.378656,218.0340371,33.01680108,0.351
2021-05-13 18:33:32,3.700949991,17.60716668,16981.41386,33.43420899,146.0246575,7913.704849,80.32555352,2210.06935,550.1365558,,0.432134715,190.3495667,0.412316173,266.5983118,208.5174991,1078.384965,157.5596251,12.07119889,46,0.361679864,1060.486636,546.8826304,33.3198441,0.276
2021-05-13 18:36:01,3.709758994,17.57033668,16999.9297,33.38546629,144.6172603,7905.013395,80.23768747,2211.488545,222.0031722,1.151160344,0.4342403,190.3806967,0.412379321,265.5188183,209.0182494,1080.277475,152.9837376,12.11385922,46,0.335975905,1095.945136,221.6838569,33.80078311,0.277
2021-05-13 19:06:05,3.764132174,0.193811255,17510.70035,33.80785998,156.8447714,8005.246562,81.23207483,2249.528359,0.005692189,1.048290033,41871.6899,192.520462,0.414484031,274.4666476,208.5813089,2.081587271,1.782963397,11.98115665,,0.44833937,2.077698245,0.005783429,34.06038749,0.553636047
2021-05-13 19:07:36,3.710085618,17.67800686,17001.34062,33.38410945,143.6524212,7905.546664,80.2429236,,221.9896781,1.139085122,0.433569058,189.4368266,0.411423321,264.6123253,209.243283,1073.913724,152.1052265,12.15521162,46,0.318283133,1083.43187,225.4733627,33.65857744,0.274
2021-05-13 19:25:39,3.707026596,17.63422723,16981.47488,33.37228129,145.7389378,7903.013506,80.21712129,2214.182096,221.9602513,1.134528744,0.433535443,189.7319469,0.411689409,266.5818988,209.1759056,1084.440728,152.8034716,12.18425935,46,0.304998193,1104.17337,219.7230626,34.03538394,0.368
2021-05-13 19:56:14,3.704394197,17.61873476,16975.20148,33.38391513,146.6111791,7906.118847,80.24858159,2214.374428,221.959082,1.117351337,0.432554368,190.0162302,0.41197336,267.3338485,209.1881063,1085.175195,153.2441428,12.24806497,46,0.323898735,1097.251865,222.730689,33.89173643,0.36
2021-05-13 20:36:20,3.708415638,17.36514476,41234.17002,33.38933668,148.6439123,7909.053193,80.27844624,2222.026882,221.9628791,1.108935936,0.432610058,192.809709,0.414770961,269.1758678,209.2219353,1094.561549,159.0065522,12.3407507,46,0.334729115,1080.68313,219.9725248,32.95043765,0.373
2021-05-13 20:40:26,3.500804742,0.193811255,16113.31792,33.48086508,153.6209653,7927.267468,80.42220189,2229.130822,0.005692189,1.525035884,43711.60079,200.0513273,0.422650402,273.0254765,215.5419644,2.083196124,1.834176281,13.89413369,1.579197807,0.499746951,2.072010198,0.005753146,33.60787639,0.514146632
2021-05-13 20:42:21,3.704655197,17.35860133,16993.66084,33.41798568,150.9090719,7915.112235,,2225.393818,221.9373487,1.113755155,0.430882874,192.920963,0.414857172,271.1231075,209.261188,1098.786418,164.9004198,12.38079215,46,0.34621038,1097.357192,218.5690106,33.80288359,0.406
2021-05-13 21:37:30,,17.43139081,16986.19737,33.41326078,149.8090212,7914.578254,80.33432753,2220.362008,221.9406783,1.087754696,0.430604502,192.1583387,0.414098592,270.1284113,209.0429869,1093.226145,162.9838343,12.42097811,46,0.364147266,1095.08108,223.1613403,33.7047929,0.382
2021-05-13 21:41:30,3.705946428,17.17881107,16975.25066,33.36540755,145.9038148,7905.054778,80.23777927,2214.053405,221.9072248,1.056803287,0.434024402,194.7208371,0.416626514,,209.1275908,,163.506184,12.43233468,46,0.369503086,,224.1194109,32.95895356,0.404
2021-05-13 21:45:30,3.704543108,17.23464166,16985.36242,33.39854615,144.5239747,7912.316605,80.31148897,2207.959123,221.9741878,1.034049257,0.434233603,194.1850207,0.416156821,,209.2093136,1078.67467,168.0134592,12.44032123,46,0.37985216,1080.849122,222.3631467,33.77305527,0.379
2021-05-13 22:14:47,3.674501827,0.193811255,40353.51915,33.34542019,149.2965274,7931.510912,80.44123978,2206.538517,0.005692189,1.402237241,43596.49314,197.8299574,0.42069351,270.0288885,215.6286967,,1.827859067,13.84695439,1.586887973,0.327493744,,0.005657152,33.11477324,0.371305716
2021-05-13 22:23:37,3.703680915,17.41947382,16994.54547,80.84839135,144.120207,7918.064089,80.36987789,2204.243989,221.9539863,1.016005713,0.433724755,192.4728022,0.414425254,264.867099,209.0385743,1073.862817,165.97449,12.43238787,46,0.379596512,1072.861718,220.5034777,80.01600126,0.396
2021-05-13 22:51:41,3.694083605,17.42669794,16998.46978,33.52556867,144.0660726,7938.741248,80.57971573,2204.725611,221.9426699,,0.43607522,192.8483712,0.414790148,264.4533549,209.5465803,,166.5080466,12.43741489,46,0.384517559,,226.2736011,33.46590023,0.38
2021-05-13 23:16:15,3.676182638,17.55030499,16957.50099,33.61732021,144.9591079,7955.901731,80.75392958,2202.622214,221.9566546,0.982104632,0.435615725,192.2156455,0.414171889,264.8916341,209.7383205,1071.192913,165.7337755,,46,,1077.284582,217.8144796,33.31798306,0.338
